"","SG_PARTIDO","DT_PAGAMENTO","VR_PAGAMENTO"
"2364","REPUBLICANOS","08/03/2018",6088
"2365","REPUBLICANOS","08/12/2018",812
"2366","REPUBLICANOS","09/01/2018",2228
"2367","REPUBLICANOS","09/03/2018",8298
"2368","REPUBLICANOS","09/05/2018",1833
"2369","REPUBLICANOS","09/07/2018",933
"2370","REPUBLICANOS","09/10/2018",2203
"2371","REPUBLICANOS","10/07/2018",2426
"2372","REPUBLICANOS","10/10/2018",2114
"2373","REPUBLICANOS","11/07/2018",933
"2374","REPUBLICANOS","11/09/2018",1835
"2375","REPUBLICANOS","11/10/2018",934
"2376","REPUBLICANOS","12/03/2018",3507
"2377","REPUBLICANOS","12/04/2018",2489
"2378","REPUBLICANOS","12/06/2018",5915
"2379","REPUBLICANOS","12/09/2018",1755
"2380","REPUBLICANOS","12/12/2018",983
"2381","REPUBLICANOS","13/06/2018",11691
"2382","REPUBLICANOS","13/07/2018",632
"2383","REPUBLICANOS","13/09/2018",5088
"2384","REPUBLICANOS","13/11/2018",3122
"2385","REPUBLICANOS","13/12/2018",1526
"2386","REPUBLICANOS","14/05/2018",3807
"2387","REPUBLICANOS","14/06/2018",5159
"2388","REPUBLICANOS","14/08/2018",3007
"2389","REPUBLICANOS","14/09/2018",934
"2390","REPUBLICANOS","14/12/2018",934
"2391","REPUBLICANOS","15/01/2018",2489
"2392","REPUBLICANOS","15/02/2018",2489
"2393","REPUBLICANOS","15/05/2018",2489
"2394","REPUBLICANOS","15/06/2018",4836
"2395","REPUBLICANOS","15/10/2018",4394
"2396","REPUBLICANOS","16/01/2018",1833
"2397","REPUBLICANOS","16/02/2018",2710
"2398","REPUBLICANOS","16/03/2018",3756
"2399","REPUBLICANOS","16/05/2018",3882
"2400","REPUBLICANOS","16/07/2018",933
"2401","REPUBLICANOS","16/08/2018",934
"2402","REPUBLICANOS","16/12/2018",2903
"2403","REPUBLICANOS","17/07/2018",1160
"2404","REPUBLICANOS","17/12/2018",12210
"2405","REPUBLICANOS","18/06/2018",2524
"2406","REPUBLICANOS","18/12/2018",1764
"2407","REPUBLICANOS","19/01/2018",3456
"2408","REPUBLICANOS","19/06/2018",3666
"2409","REPUBLICANOS","19/07/2018",933
"2410","REPUBLICANOS","20/02/2018",3587
"2411","REPUBLICANOS","20/11/2018",934
"2412","REPUBLICANOS","20/12/2018",3970
"2413","REPUBLICANOS","21/06/2018",2292
"2414","REPUBLICANOS","21/08/2018",3836
"2415","REPUBLICANOS","21/09/2018",667
"2416","REPUBLICANOS","21/11/2018",857
"2417","REPUBLICANOS","22/01/2018",5211
"2418","REPUBLICANOS","22/02/2018",1574
"2419","REPUBLICANOS","22/05/2018",2135
"2420","REPUBLICANOS","22/08/2018",2394
"2421","REPUBLICANOS","23/01/2018",3312
"2422","REPUBLICANOS","23/08/2018",2732
"2423","REPUBLICANOS","23/09/2018",1591
"2424","REPUBLICANOS","24/01/2018",2780
"2425","REPUBLICANOS","24/04/2018",661
"2426","REPUBLICANOS","24/07/2018",4073
"2427","REPUBLICANOS","24/08/2018",2326
"2428","REPUBLICANOS","24/10/2018",447
"2429","REPUBLICANOS","25/01/2018",6267
"2430","REPUBLICANOS","25/04/2018",2545
"2431","REPUBLICANOS","25/05/2018",43
"2432","REPUBLICANOS","25/06/2018",5356
"2433","REPUBLICANOS","25/07/2018",4607
"2434","REPUBLICANOS","25/09/2018",5791
"2435","REPUBLICANOS","26/02/2018",569
"2436","REPUBLICANOS","26/03/2018",2041
"2437","REPUBLICANOS","26/09/2018",3469
"2438","REPUBLICANOS","26/10/2018",3180
"2439","REPUBLICANOS","26/11/2018",2578
"2440","REPUBLICANOS","26/12/2018",1515
"2441","REPUBLICANOS","27/03/2018",5532
"2442","REPUBLICANOS","28/02/2018",6226
"2443","REPUBLICANOS","28/03/2018",9334
"2444","REPUBLICANOS","28/06/2018",2321
"2445","REPUBLICANOS","28/08/2018",2266
"2446","REPUBLICANOS","28/09/2018",1206
"2447","REPUBLICANOS","29/03/2018",2623
"2448","REPUBLICANOS","29/08/2018",1634
"2449","REPUBLICANOS","30/04/2018",2135
"2450","REPUBLICANOS","30/07/2018",3703
"2451","REPUBLICANOS","30/08/2018",934
"2452","REPUBLICANOS","30/11/2018",2265
"2453","REPUBLICANOS","31/01/2018",3661
"2454","REPUBLICANOS","31/03/2018",2135
"2455","REPUBLICANOS","31/10/2018",9173
"2456","REPUBLICANOS","31/12/2017",9156
"2457","REPUBLICANOS","31/12/2018",658
"2458","SDD","01/03/2018",580
"2459","SDD","02/04/2018",1714
"2460","SDD","03/01/2018",2146
"2461","SDD","03/04/2018",1988
"2462","SDD","04/04/2018",2349
"2463","SDD","05/02/2018",2391
"2464","SDD","05/07/2018",995
"2465","SDD","06/02/2018",752
"2466","SDD","06/04/2018",2729
"2467","SDD","06/12/2018",1762
"2468","SDD","07/06/2018",354
"2469","SDD","07/08/2018",1311
"2470","SDD","09/04/2018",127
"2471","SDD","11/09/2018",628
"2472","SDD","11/12/2018",1398
"2473","SDD","12/03/2018",4164
"2474","SDD","12/04/2018",329
"2475","SDD","12/12/2018",580
"2476","SDD","13/03/2018",666
"2477","SDD","13/07/2018",731
"2478","SDD","13/08/2018",293
"2479","SDD","13/11/2018",293
"2480","SDD","14/06/2018",580
"2481","SDD","14/09/2018",580
"2482","SDD","14/11/2018",1213
"2483","SDD","15/10/2018",1564
"2484","SDD","16/07/2018",5780
"2485","SDD","16/10/2018",2634
"2486","SDD","17/09/2018",293
"2487","SDD","18/07/2018",2217
"2488","SDD","18/09/2018",2884
"2489","SDD","18/10/2018",580
"2490","SDD","19/10/2018",4387
"2491","SDD","19/11/2018",1119
"2492","SDD","19/12/2018",293
"2493","SDD","20/06/2018",2884
"2494","SDD","20/12/2018",1950
"2495","SDD","21/02/2018",1025
"2496","SDD","21/08/2018",2884
"2497","SDD","21/11/2018",789
"2498","SDD","21/12/2018",2884
"2499","SDD","22/08/2018",1759
"2500","SDD","22/10/2018",3081
"2501","SDD","22/11/2018",3615
"2502","SDD","23/03/2018",3430
"2503","SDD","24/04/2018",1005
"2504","SDD","24/05/2018",3003
"2505","SDD","24/09/2018",731
"2506","SDD","24/10/2018",329
"2507","SDD","25/01/2018",4339
"2508","SDD","25/04/2018",156
"2509","SDD","25/05/2018",2779
"2510","SDD","25/06/2018",6103
"2511","SDD","25/07/2018",1204
"2512","SDD","26/01/2018",4643
"2513","SDD","26/02/2018",4001
"2514","SDD","26/03/2018",4339
"2515","SDD","26/11/2018",2779
"2516","SDD","27/02/2018",8698
"2517","SDD","27/03/2018",752
"2518","SDD","27/08/2018",2779
"2519","SDD","28/03/2018",5364
"2520","SDD","28/06/2018",666
"2521","SDD","29/06/2018",4631
